Unnamed: 0,state,action,pos
, XOXO  O ,5,0.0
,OXOXOX O ,6,0.0
, O O    X,0,1.3125
,XOOO    X,4,2.0
,O   X O  ,1,6.87
,O   OX   ,8,1.965
,O  OOX  X,7,0.0
,O X X O O,7,1.35
,O X XOOXO,3,2.5
,     O OX,3,1.3725
, O X O OX,4,0.75
, O XXOOOX,0,3.0
,    XOO  ,8,1.155
,    XOOOX,0,2.0
, OOOX XOX,5,0.0
,X OXOO OX,1,0.0
,O OX     ,6,1.62
,O OX  XO ,5,0.0
,O OXOXXO ,8,0.0
,  XO  XOO,1,0.0
,O O   XOX,3,0.45
,OOX   X O,5,0.0
,  X OOXO ,8,0.0
,OOX      ,7,0.5625
,OOX O  X ,5,0.75
,OOXOOX X ,6,0.0
,O OOOXX X,1,5.0
,OOX    XO,5,0.0
,  O X O  ,7,4.529999999999999
, OO  XXO ,4,1.65
,X OOO X  ,5,1.35
, O  X O  ,2,0.81
,OOXXXOO  ,8,9.0
, OOX X  O,6,0.0
,    O OX ,5,0.405
,XXOOXOO  ,8,9.0
,O X O    ,6,0.0
,O X O XO ,8,1.5
,O  X O OX,2,0.9
, OOX     ,0,3.1875
,XOOX  O  ,4,2.25
,XOOXX O O,5,8.0
,O O X X O,1,2.25
,O O X OX ,5,0.75
,  O X OOX,5,0.75
,XOX O   O,6,0.0
,  O X XOO,0,0.75
,X OOX XOO,1,0.0
,OOXO  X  ,7,1.5
,X O O XO ,1,4.200000000000001
,XXO O XOO,5,0.5
,O    X O ,6,1.6875
,OOXX OX O,4,3.0
,X  OX O O,2,0.75
,X XOXOO O,1,4.0
, X XO O O,7,0.0
,  OXX O O,1,0.0
,O OX  O X,7,0.0
,O OX OOXX,4,0.0
, XOO O X ,0,0.75
,XXOO OOX ,8,0.0
,     OXO ,1,1.935
, X   OXOO,0,1.5
,XX  OOXOO,2,6.0
,XOX OO   ,7,0.9
,XOX OO XO,3,0.5
, OO   OXX,0,5.25
,XOOO  OXX,5,0.0
, O   O X ,0,0.405
,XO   OOX ,3,0.0
,XOOX OOX ,8,0.0
,    O XO ,5,1.7775
,  O O  X ,3,30.375
,  OXOO X ,8,3.75
,X  O O   ,8,2.0625
,X  O OO X,7,0.0
,   XOO OX,2,0.45
,   OX  O ,8,2.8725
, O OX  OX,5,0.75
,OO OXX OX,6,0.0
,  O  OOXX,0,15.75
,X OO OOXX,4,17.0
,X OO  XO ,4,4.95
,X OOXOXO ,8,8.0
,   OOX   ,1,0.0
,OX OOXXO ,2,0.0
,X O O    ,5,1.215
,XOO OX   ,3,0.0
,XOOXOX  O,7,0.0
,  O OX   ,1,1.215
, XOOOX   ,0,0.0
,O OXOX   ,1,0.0
,    X O O,1,1.125
, X OX O O,0,3.75
,XXOOX O O,7,10.0
,  X   O O,5,0.0
,    OOX  ,1,1.7775
, XO OOX  ,0,0.0
, X OO    ,2,4.3125
, XXOO  O ,8,0.0
, OO  XO X,7,0.0
,  OXO    ,5,0.0
,XO  X OO ,8,2.0
, X   OO  ,0,3.75
,XX   OO O,4,0.0
,XX OO  O ,5,2.85
,XX OOX OO,2,2.0
, XOO     ,5,0.405
, XOO XO  ,8,0.0
,XO XO O  ,8,0.0
,XO XOOO X,2,0.0
, O O  X  ,4,4.4025
,XOO O  X ,8,3.0
,O    X  O,3,0.75
,O  X XO O,2,0.0
,OOXX XO O,7,0.0
,   X OO  ,7,1.215
,  OX OOX ,4,0.0
,X OO     ,7,1.215
,X OO   XO,5,4.950000000000001
,X OO XOXO,4,5.5
, OOO   XX,4,0.75
, OOOX OXX,5,0.0
,OO  X X O,7,0.75
,O  O X   ,6,1.125
,O  OOXX  ,8,2.25
,OO OOXX X,7,4.0
, OO    X ,5,0.0
,  OO   X ,0,6.052500000000001
,X OO O X ,6,2.25
,O XX O  O,1,0.0
,O  O  X  ,8,1.875
,  OX   O ,0,1.3125
,X OXO  O ,1,0.75
, XO O    ,0,0.81
,XXO OO   ,6,1.5
, O XO    ,2,0.405
, OXXOO   ,8,0.0
,O OX  X O,5,0.0
,O OX XXOO,1,0.0
,X  O    O,7,0.0
,X  O O XO,4,0.45
, X OX O O,5,0.75
, XOOXXO O,7,12.0
, O XOO X ,6,3.75
,XX  O O O,2,3.0
,O O O XX ,1,14.25
,O O    X ,3,1.6875
, OO O XX ,8,100.0
,X OOX O  ,8,4.0
,O X    O ,6,1.3125
,  OX OXO ,8,0.75
,  OXOOXOX,0,14.0
,O  O X   ,8,0.0
,O  O X OX,4,0.0
,XO OXX OO,2,0.0
,X O   O  ,7,0.0
,X OO  OX ,5,0.45
,O X O OX ,5,0.0
,X      OO,1,2.4375
,XX  O  OO,5,0.75
, O    X O,0,0.5625
,XO O  X O,4,1.5
, OX     O,0,1.935
,XOX  O  O,3,3.0
,XOXX O OO,6,6.0
,OX OXOXO ,8,1.0
,   XOXO O,0,0.0
,XO XOXO O,2,0.0
, OO    X ,0,6.525
,XOOO   X ,6,1.5
,XOOO OXX ,4,0.0
,  O X  O ,0,3.1875
,X O XO O ,1,0.75
, XXOO  O ,5,0.0
, XXOOX OO,6,0.0
,  O O X  ,8,2.715
,O O O X X,5,1.35
,  O O  X ,8,30.375
,XOO X  O ,3,7.5
,XOOXX OO ,8,8.0
,XO    XOO,5,1.65
,X   OOX O,1,0.75
, O   OX  ,4,0.5625
,OO  XOX  ,7,0.0
,  XO O XO,0,0.75
,X XO OOXO,1,2.0
,OX    O  ,8,2.0250000000000004
,OXO   O X,5,0.0
,O O XO X ,3,0.0
,XO O XO  ,8,1.5
,XO O XOOX,2,4.0
,XX OO   O,2,3.0
, XOO   XO,4,4.0
,OXOX  OOX,5,0.0
,OXOO XXO ,4,3.5
,X O OO X ,3,0.75
,O O   X  ,5,0.405
,  XO  OXO,0,0.45
,X XO OOXO,4,0.5
, X   OO  ,3,0.405
,  X O O  ,0,3.2175
,X XOO O  ,1,5.0
,OO  OX  X,2,2.0
,O  X   O ,1,0.81
,OX XO  O ,6,0.45
,OXOXO XO ,8,3.5
, X  OO   ,6,1.935
, XO OOX  ,8,2.1
,OXO OOX X,7,18.0
,X   O   O,7,0.5625
,X  OO  XO,6,0.0
,   OXOO X,1,0.0
,  OOO XX ,5,7.35
,  OOOXXXO,1,0.0
,O XO     ,6,2.0625
,O XO  XO ,4,6.0
,XO      O,6,2.625
,XO O  X O,2,0.0
, O  X O  ,3,3.03
, O XX OO ,0,0.75
,XOOXX OO ,5,4.0
,X OXOO   ,1,0.0
,OO O  X X,2,1.5
,OOXO  XOX,4,5.0
,X XO   OO,5,0.75
,X XOOX OO,1,3.0
,  XOO    ,8,1.6875
,O   X   O,2,1.875
,O X XO  O,6,6.0
,  OOXOXOX,1,6.5
,  OXX OO ,5,1.0
, X O OO X,0,3.0
,    OO  X,6,1.155
,O   OOX X,1,0.0
,X  O  OOX,5,1.5
,X  OOXOOX,2,4.0
,  O   OX ,1,4.5
,    XO O ,0,2.25
,X   XOOO ,8,1.0
,OXO  XO  ,7,0.0
,OXO  XOXO,3,0.0
,X O   O  ,4,8.055
,X O X O O,7,5.1000000000000005
,XOO X OXO,5,7.5
,X  OXO  O,7,0.9
,X  OXOOXO,2,2.0
, X O O   ,4,6.967499999999999
, XOOXO   ,7,6.0
,X OO O  X,6,0.75
, X  XO OO,0,1.5
,XX OXO OO,2,4.0
,O O  OXX ,1,0.75
,  O OXX O,7,0.9
,  OOOXXXO,0,11.0
,X O   XOO,1,0.9
,O  O    X,6,11.5575
,O  OO X X,7,10.0
, O    X O,5,0.405
, O  OXX O,0,0.45
,XO OOXX O,7,1.5
,  O O X  ,3,2.8425
,O OXO X  ,5,0.0
, XXOO  O ,0,5.0
,X   O   O,3,1.3125
,X OXO   O,5,1.5
,X OXOX OO,6,6.0
,    OX  O,3,0.0
,  OXOX  O,1,0.0
,OO XXOXO ,8,0.0
,O O X    ,1,0.405
,OXO X   O,5,7.950000000000001
,OO X     ,2,2.0250000000000004
,OOXX   O ,4,2.1
,OOXXXO O ,8,5.0
,X O  OOX ,3,0.0
, XX  OOO ,8,0.45
, XX OOOOX,3,3.0
,X  O   O ,6,0.405
,X OO  XO ,8,2.25
,X   O OOX,2,1.5
, O OX X O,2,12.0
,O  O  X  ,7,0.0
,O  O  XXO,2,0.0
,      OOX,4,0.9675
,X O     O,6,9.0225
,X O O X O,1,0.45
,XXOOO X O,5,0.5
,XOO      ,3,9.375
,XOOXO    ,8,0.0
,     O XO,0,0.0
,X  O O XO,1,0.0
,  OOX OX ,5,0.9
, OOOXXOX ,8,0.0
,  XXO O O,1,0.0
,O O  XX O,3,0.0
, XX OO O ,6,0.0
,OXX OOXO ,3,0.0
,  OO    X,7,2.0625
,O OO   XX,5,0.0
,O X O  OX,1,0.75
,OXXOO  OX,5,2.0
,OO XOX   ,8,0.75
,O      XO,5,0.5625
,  XOO    ,1,1.3125
,OXXOO    ,5,1.5
,OXXOOX O ,8,3.0
,OX X OOXO,2,0.0
,OO   XXO ,3,0.0
,OX OX  O ,5,0.45
,OX OXX OO,6,2.5
,  OX    O,4,8.25
,O OXX   O,5,10.0
,O OXX O  ,5,15.0
,     OO X,2,0.405
,  X  OOOX,1,1.2
, O  OX   ,2,0.0
, OX OX O ,6,0.0
,OO X O  X,7,1.65
,OO XOO XX,2,6.0
,O OO XX  ,7,0.0
,O OX  OX ,5,0.0
,X  OO    ,8,0.5625
,X  OO O X,2,0.75
,O O  X   ,6,0.405
,O O OXX  ,3,0.0
,XO  XOO  ,7,0.0
,XOO XOOX ,3,0.0
, O O O XX,4,0.75
, O OXOOXX,0,2.0
,O   O   X,6,3.5925
,O   OOX X,2,0.0
,O X OOXOX,1,0.0
,     XOO ,1,0.0
,OX   XOO ,3,0.0
,  O    XO,0,2.5875000000000004
,X OXO  O ,6,3.0
,     OO X,1,5.827500000000002
, X   OOOX,3,0.45
,XOX   O O,3,0.9
,XOXX OO O,7,5.5
, X    O O,4,1.3125
, X OX O O,2,0.0
,X XOOX OO,6,0.0
,O     OX ,2,0.81
,O X  OOX ,3,0.9
,O XXOOOX ,8,1.5
,XO  O    ,8,1.6875
,XO OO   X,5,1.5
,OO  X XO ,2,2.0
, O  O   X,7,3.2775
,OO  O  XX,3,0.9
, OOX O X ,8,0.0
,XO XOOOX ,8,0.0
,OX  O    ,2,0.0
,OO X O X ,6,0.0
,OO XX  O ,6,0.75
,  O  XO  ,7,1.7775
,X O O    ,7,1.7775
,X OOO  X ,1,0.0
,OX  XOO  ,2,0.75
,O  X    O,6,0.0
, OX OOX  ,3,0.75
,O X XOO  ,7,0.0
,  OX  OXO,5,0.75
, OOX XOXO,4,4.0
,X   XOOO ,1,1.5
, X OO    ,5,1.3725
, X OOXO  ,8,0.0
,O   O  X ,3,0.9675
,O   X   O,7,1.125
,O O X  XO,3,0.0
, O OXO X ,2,0.45
,O O     X,6,17.79
,O OO  X X,7,8.0
, OO    X ,4,1.3725
, OO X  XO,3,0.75
,  OX OXO ,0,4.0
, OXOX   O,7,2.1
, OXOX OXO,5,0.0
,  OO X   ,1,1.3725
, XOO X O ,0,0.45
,XXOO X OO,4,0.0
, OO XXXOO,0,3.0
,XOXOOX  O,6,0.0
,  OOXX O ,6,0.9
,O X   O  ,3,0.405
,O XX OO  ,4,9.0
, X    O O,7,1.3125
, XOXO   O,7,0.0
,   OO   X,0,1.125
,X  OO  OX,6,0.0
,X OOO XOX,1,0.0
,  X  OO  ,7,1.53
,  X OOOX ,0,1.2
,X X OOOXO,1,1.0
, XO     O,3,0.5625
, OO X    ,7,1.125
, OO X  XO,0,0.45
,XOX   O O,5,0.0
,OXO      ,8,3.397500000000001
, X  OXOO ,8,0.0
,  X O   O,3,0.0
,X X OOOOX,3,0.0
, X   O O ,8,1.3725
, XO  O OX,4,1.8
, XO  O   ,6,0.9675
,O   X O  ,7,3.5625
,OXO XX OO,3,3.0
,OO XXOO X,2,1.5
,  OXX OO ,1,0.0
, O X OX O,7,0.0
,OO X OXXO,2,0.0
, OXXO   O,5,0.0
,O     O X,5,0.5625
,O   OXO X,1,0.75
,OX  OXOOX,2,2.0
,O O    X ,6,3.75
, O XX  OO,2,0.0
, OXXXO OO,0,0.0
,X X  O OO,4,0.75
,X XOXO OO,6,6.0
,XO     O ,3,1.125
,XO X  OO ,5,1.5
, OO     X,4,9.0
, OO XO  X,3,0.75
, O  OOX X,7,4.0
, X O   O ,5,0.405
, XOO X O ,8,0.9
,     OOX ,1,0.0
, X  OOOX ,8,0.0
, X O OO X,4,0.75
,  O O   X,0,0.5625
,X O  OX O,3,63.0
, OO XX  O,6,6.45
, O XOX  O,0,0.0
, X OO XO ,8,0.45
,OX OO XOX,5,1.5
,  O   O X,7,0.0
, OO   OXX,3,0.0
,   XO XOO,1,3.0
,    OXO  ,8,1.875
, O  OXO X,0,0.75
,XO OOXO X,2,5.0
,O  OX X O,1,10.8
,OX OX XOO,2,5.0
, X  O OXO,2,0.0
,   O X O ,2,1.125
,  XO X OO,0,0.75
,  O OX   ,3,0.0
,O OXOX   ,6,0.0
, OOOX X  ,8,2.25
, OOOXOX X,0,3.0
, O  XX OO,6,2.1
, O OXXXOO,0,2.0
,O XX  O O,4,0.0
,XO O   OX,5,0.75
, O  OX OX,2,0.0
,XO   OXO ,2,0.0
,  OXO    ,7,1.125
,O     XO ,3,2.9025
,O  X  XOO,5,1.5
,O OX XXOO,4,3.0
,OO XX O  ,8,0.45
,OO XX OOX,2,2.0
, OO X  OX,0,8.0
,O O O  XX,5,0.75
,  O O X  ,1,0.0
, XO O X O,3,0.0
,XOO O   X,6,2.25
,XOOOO X X,7,4.0
,X X OO O ,3,0.0
,X  OOX O ,6,0.0
,   OO   X,5,17.122500000000002
,OXO   XO ,3,1.35
,      OOX,5,1.875
, O   XOOX,0,0.0
,   O X O ,0,0.9675
,X OO X O ,8,0.75
,X OOOX OX,1,0.0
,  O OX XO,0,23.4
, OXO  XO ,8,1.5
,OOXO  XOX,5,2.0
, XOX OO  ,8,0.0
,OXOX OO X,7,0.0
,OX OXO OX,6,5.5
,X OX   OO,1,0.0
,XXOXO  OO,5,0.0
,OX OX  O ,6,1.2
, O XO X O,0,3.0
, O X    O,0,16.1175
,XO X O  O,7,1.5
,OX   O   ,4,0.0
,OX  XOO  ,8,0.0
,XO   XO O,3,0.0
,XOXO OXO ,8,0.0
,XO OOXO X,7,0.0
, X  XOO O,0,0.75
, OO    X ,6,19.8
, OXOO OXX,0,0.0
, X OXO  O,0,0.75
,XX OXO OO,6,0.0
,XO X  O O,5,0.75
,XOOX XO O,4,1.0
,   X OO  ,4,0.81
,   XXOOO ,1,1.35
,OX XXOOO ,2,0.0
, X O  OXO,0,0.0
,XX OO OXO,5,0.0
,O O XOX  ,8,3.9
,O OOXOX X,1,4.0
,  O    OX,6,0.81
,  O  OXOX,1,0.9
,   OO XXO,0,0.0
,    OOXOX,3,0.0
,O  XOOXOX,1,0.0
