Unnamed: 0,state,action,pos
,OXX OO X ,6,0.75
, XOOX XO ,0,2.625
,O OXX    ,1,23.0
,  X  OOX ,3,1.5
,  XO OOXX,4,2.0
,XX OXO O ,8,0.75
, OO  X X ,8,2.25
,  OXOXXO ,8,0.75
,  OOOX XX,1,3.0
,X O   O X,5,0.0
, O X  OX ,0,1.40625
,OOXX  OX ,8,1.875
, XOX  OOX,5,1.875
, X XO O  ,8,1.5
, X XO OXO,0,3.0
,X OXO    ,6,23.0
, O   XXO ,8,0.0
, O  XXO  ,2,0.0
,  OOX   X,1,0.0
, OOXXO X ,0,4.0
,  O   XXO,0,3.5625
, OOXX    ,6,0.5625
,  O O  XX,5,2.625
,X O OO XX,1,2.25
,X  OX   O,7,2.25
,XX OX  OO,6,3.0
,  O  XXO ,8,1.40625
,X O  XXOO,1,1.5
,OO XO XX ,5,0.0
,O  OX  X ,1,1.5
,XOO  X   ,4,2.25
,  O X  OX,6,0.28125
,OX OO X X,7,0.75
, X XOXO O,2,1.0
,X O XO   ,3,0.5625
,X   O X O,5,0.75
,XX  OOX O,3,3.0
,    X OXO,5,0.28125
,  X XOOXO,3,0.75
, OO X OXX,3,0.0
,O O  X X ,3,1.3125
,O OO XXX ,4,1.5
,O O XX XO,6,0.0
,O  XX O  ,8,0.28125
,XXO O    ,3,1.59375
, OX   OX ,5,0.28125
, OX XOOX ,8,1.125
, XO  OX  ,0,1.03125
,OXO  OX X,3,0.75
,  OX  X O,7,0.5625
, XOX  XOO,4,1.5
,O O XXXO ,8,0.375
, O X  O X,0,1.78125
,OO X XO X,7,0.0
,X X  OO  ,8,0.0
,OX XOOX  ,2,4.875
, XO   OX ,3,3.375
,O   XOOXX,1,3.75
,OO XXOOXX,2,9.0
, OX O X  ,7,1.0
,O   OXX  ,8,4.0
, O X O X ,6,0.84375
,X O   OX ,5,1.5
, OXX O   ,6,0.5625
, OXX OO X,4,2.25
,O   X O X,1,2.71875
,OO  X OXX,5,3.75
,OX  O   X,6,1.3125
,     X  O,3,2.953125
, X XOOXO ,2,0.375
, OXO X   ,7,0.0
,O OX  XXO,5,8.0
,     XOOX,4,0.75
,O  XX O  ,5,3.65625
,O  XXOOX ,2,0.75
,O OX X   ,1,7.0
, O OXXX O,0,0.75
,XOX XO O ,3,0.0
, OXOO X X,5,1.0
,    OO XX,0,1.03125
,O  XOO XX,1,0.375
,X X   O O,7,1.0
,  XOXOOX ,1,1.125
,O  X   OX,5,0.28125
,O   XXO  ,8,2.0625
,  XOO   X,1,0.0
, OXOO  XX,6,0.0
,O OOX X X,5,0.0
,O O    XX,1,4.0
,  OX  XO ,0,1.40625
, OO    XX,0,6.0
,O XOOXX  ,7,1.5
, OO X X  ,5,2.0625
, OOXXOX  ,0,1.0
,O  OX X  ,1,0.0
,XO O  XXO,4,0.75
,XOXOO XXO,5,6.0
,OO   X X ,2,2.0
,XX XO O O,7,1.0
,XOO   X  ,3,0.5625
,XOOO  X X,7,0.75
,X  O  OX ,2,1.125
, O   OXX ,3,1.125
,XO O OXX ,2,1.5
,O OXXOX  ,8,2.0
,  O XXO  ,0,3.75
,  OXOX   ,8,0.75
,X OXOX  O,6,4.0
,X   O OX ,3,1.03125
,OOXO  XX ,5,0.0
,X O OOXX ,8,10.0
,  XXXO OO,0,0.75
,   OO  XX,5,1.0
,X  XO   O,1,0.0
,XO XOX  O,2,0.0
,OXO   OXX,5,1.5
,   OO X X,2,1.3125
,  OOOXX X,7,0.375
,X OX OO X,7,0.0
,X  OOXOX ,1,0.75
,OO X  XXO,4,5.0
,O XXOOX  ,8,3.0
, X OO OXX,2,1.0
, O OX   X,5,0.0
, OXOXO  X,0,0.75
,O O    XX,3,0.75
,O OOX  XX,1,2.0
,O O   XX ,1,24.0
,OX X  XOO,5,2.25
,X  XXOOO ,2,3.0
,XOO O XX ,5,0.0
,X O  O X ,4,5.8125
,  O OXX  ,8,0.75
,O  X X  O,4,4.0
,X  O   XO,1,1.6875
,XO O  XXO,2,0.75
,X OX  O  ,4,5.0
,OXO OXX  ,8,3.0
,XOO  XX O,3,0.375
,  OXX OXO,1,0.75
,OXOX     ,4,1.875
,X OO XO X,1,0.75
,  O XO  X,7,0.84375
,OXX    O ,5,1.125
,OXXX O O ,6,0.75
,  O X X O,7,0.75
,  O XXXOO,1,0.0
, OX  OXOX,3,0.75
,OOXX     ,5,1.6875
,OOXX O X ,4,1.875
,O  OX  X ,5,0.0
,O  OXO XX,2,0.0
, OO XX XO,6,0.375
, OOXXOX  ,7,0.0
,   O XX O,1,0.0
,  OO   XX,4,20.25
, OOXOX X ,8,3.0
,    XO XO,0,1.03125
,O  XXO XO,2,1.0
, O  X OX ,2,2.0625
,O     XXO,1,2.25
,X OO X   ,6,1.125
, O O  X X,0,0.0
,X OOXOX  ,1,1.5
,OO XX OX ,5,1.5
,OXO   X  ,4,6.1875
, OOX XOX ,0,3.0
,  XOX O  ,0,6.0
,  O  X XO,0,3.75
,OXO  X XO,4,20.0
, XOOO  XX,0,2.25
, XOOOXX  ,7,0.75
, X   O   ,6,0.984375
,XX   OO  ,7,0.5625
,XOOOX X  ,5,0.0
, X O  XO ,8,0.5625
, X O XXOO,0,1.125
, O  XX  O,0,0.75
,  X OOX  ,7,2.25
,  XXOOXO ,8,0.0
,O OXX    ,8,3.0
,X    OO X,1,1.125
,XO X OO X,2,2.25
,   OXO  X,7,4.78125
,O X X O  ,8,1.875
,   XXO O ,1,0.28125
, O XXOXO ,0,0.0
,OX O  X  ,2,0.84375
,OXOOX X  ,7,2.625
, O  O XX ,2,1.5
,XO OO  XX,6,0.75
,X O    XO,1,2.0625
, OOX XO X,0,3.0
,X OOX OX ,1,1.875
,X X  O  O,7,0.0
,X XX O OO,1,0.0
,X O X O  ,1,0.5625
,O O  XOXX,1,3.0
, OX  O X ,3,1.03125
,OOX X    ,3,0.5625
,O  XO  X ,1,1.3125
,OOXXO  X ,5,0.75
,OXOX OX  ,4,0.75
,XO    OX ,3,0.28125
,XO O XOX ,8,0.375
,XO  O   X,7,2.0
,  OOXXX O,1,1.125
, XX OO   ,7,1.3125
, OO  XX  ,7,0.5625
,X   X  OO,6,5.0
,  XO X  O,6,1.3125
,OXO XXOOX,3,7.0
,    O XXO,3,0.84375
, X OO XXO,2,1.5
,XOXO O X ,4,1.0
,   O XX O,7,0.28125
,  XO XXOO,0,0.0
,O O X X  ,5,5.34375
, XXOO XO ,0,2.25
,XOO O  XX,5,0.75
, XO   O X,0,1.5
,  XO OXOX,4,2.0
,  X  OXO ,1,0.75
, O  XXO  ,7,0.0
,O  OXXXO ,2,1.125
,OOXXOX   ,7,4.0
,O  X     ,2,2.9296875
,O OXXO  X,7,6.375
, XOO OX X,0,0.375
,O X   X O,3,1.125
,O XO XX O,7,0.75
,     XO  ,2,4.03125
,XO     OX,2,0.5625
,XOOX   OX,6,1.5
,X OX  O  ,8,1.5
, XO OXXO ,8,0.75
, O XO  X ,5,0.0
,   OX OX ,0,11.0
,XX OOX O ,2,1.5
,O OX   X ,5,3.5625
,O   O XX ,3,0.0
,O   X  OX,5,0.5625
,OX  XO OX,6,1.875
,X OOXX  O,7,1.5
,X OOO  XX,5,2.0
,XOXXO O  ,7,8.0
, X  X  OO,0,1.3125
,X X O O  ,8,0.5625
,X X O OXO,3,0.375
,   XX  OO,2,0.75
,  OXX XOO,0,0.0
,  XO O  X,1,0.75
, OXO OX X,0,0.0
, OX XXOO ,0,0.0
,  OX  O X,7,0.5625
,  O  X OX,4,1.3125
,  OXOX OX,6,3.0
,OXXO O  X,6,2.0
, X  O X O,5,0.75
,OX  OXXO ,3,0.375
,  OOXXO X,0,57.0
,  X O OX ,3,1.3125
,  XOO OXX,1,0.0
,X X   OO ,4,0.75
,X XXO OO ,8,2.0
,X X O   O,1,0.75
,XO XO    ,8,0.84375
,XO XO  XO,5,0.375
,O O X XXO,1,3.0
, O OX   X,6,0.75
, O OX OXX,0,1.0
, O XOXOX ,8,1.5
, O X  OX ,4,1.875
, OXXO OX ,0,1.125
,  OX OX  ,4,0.5625
,X  X  O O,7,4.0
, O   OX X,3,0.0
,OX     OX,3,1.3125
,OX O  XOX,5,0.75
,OXOX   OX,6,1.125
, X      O,4,3.46875
, X XO   O,0,2.0
,O   X O X,2,0.0
,O OXX O X,7,0.0
,XOO  X OX,4,1.0
,O OO XXX ,8,2.25
,X O OOXX ,3,6.0
,O O    XX,5,3.5625
,OXO  O XX,4,3.75
,XOX  XOO ,3,2.25
, O XXO   ,6,1.96875
,OXOX  X O,7,3.0
,X XOO    ,8,0.84375
,X XOO  XO,6,0.75
, X   OO X,4,4.96875
, O  O X X,3,0.75
, OXOO X X,7,2.0
,  XXXOO O,0,1.875
, OOX O XX,6,1.5
,OX O    X,7,0.28125
,OX O  XOX,2,0.75
,X O X  O ,1,0.0
,XOOXX  O ,5,0.0
,X X O O  ,1,1.5
,OO X  X  ,7,2.25
,X  O  XO ,5,1.125
,XX O OXO ,2,0.75
,XX   OO  ,3,1.3125
, X OO   X,7,0.28125
, X OOX OX,6,0.75
,  O X X O,0,0.75
,X  O OXXO,1,0.75
,O  O   XX,4,1.3125
,O XOO  XX,5,1.0
,  OOXOXX ,0,0.0
,O O X XOX,5,2.625
,O X  XXOO,4,6.0
, XO OX XO,0,3.0
,O  X OXXO,4,3.0
, XO XO   ,6,1.78125
,O X X   O,7,2.8125
,X  OX   O,5,0.75
,X XOXO  O,7,0.0
, XOXO  XO,5,5.0
,X XOO    ,7,0.0
,   XO X O,5,3.5625
, X XOOX O,0,4.0
,O  O X X ,4,0.5625
,O  OOXXX ,2,0.75
,  OX  XO ,4,0.5625
,XX O OO X,4,1.0
, XO   OX ,5,2.0625
, XO  OOXX,3,0.75
,X O   XO ,4,1.6875
,  O X  XO,3,4.03125
, O  XO X ,2,0.75
, OOXXO X ,8,2.0
, XOO  X  ,0,0.28125
, X O XO  ,4,1.3125
,XX OOXO  ,8,0.0
,OXOXXO   ,7,1.5
,  XX OO  ,4,1.40625
, XOOX    ,7,2.25
,O   XO  X,7,1.125
,O   XOXOX,1,0.75
, XX OO OX,6,0.75
,O  O  X X,7,1.125
,XO O X   ,8,0.28125
,OX  OX   ,8,3.0
,OXO  OXX ,8,6.0
,  OO X  X,4,1.59375
,  OOOX XX,6,6.0
, O XX  O ,2,0.0
,OO X O XX,2,3.0
, OX   XO ,5,0.75
, OXX OXO ,0,0.75
, XOO O XX,0,0.0
,O   XX  O,7,1.03125
,O X XX OO,1,0.0
,OXXX  O O,4,2.0
, O O   XX,2,0.5625
,XOOO   XX,6,0.75
,O XX    O,7,1.3125
,OXOX O  X,7,1.875
,X OXOX  O,1,0.0
,  O X OX ,1,1.6875
,XOO X OX ,8,3.375
, OO XXO X,0,4.0
,    XO XO,6,0.28125
,  XOXO OX,6,1.5
,XO X    O,4,5.0625
,XOXXO   O,7,4.0
, OO  XX  ,8,0.28125
, OO  XXXO,3,0.75
,XO X    O,2,0.0
,   OX  XO,5,0.28125
,O X X O  ,3,2.0
,X   O OX ,1,0.5625
,  X OOXXO,1,1.5
, X O X O ,4,0.28125
,X  OX O  ,7,0.0
,X XOX OO ,5,0.0
,XO   XOXO,2,1.875
,O   OXX  ,2,2.8125
,X  X O O ,8,2.8125
,X O   X O,5,0.0
,XO    O X,2,0.75
,XOO   OXX,4,2.0
,  OOX X  ,5,0.84375
,OX XO O X,5,1.125
, O XX O  ,8,0.0
, OXX O   ,8,0.28125
, OXXXO  O,0,0.75
,X XO XO O,7,2.0
,  OOXX   ,8,0.5625
,   OXO  X,2,0.0
,  OOXO XX,6,0.0
,O   XXO  ,1,1.5
,  XOX OXO,5,1.125
,O O OXXX ,1,91.0
,  X X O O,1,0.0
,O X OX   ,8,9.0
,O  O X  X,2,1.78125
,  OXO XXO,0,22.0
,X XOO  OX,6,0.0
, OXXO    ,6,1.03125
, OXXO OX ,5,0.75
,  O X O X,5,0.28125
,    XO OX,3,0.0
,X   OOX  ,2,0.0
,XOO    X ,8,2.34375
,XOO  X XO,4,1.125
,XOO X  XO,6,1.5
,OOX  XXO ,8,0.75
,OO X    X,7,1.03125
,OO X  XOX,4,3.0
,O X OX   ,1,0.0
, XX OO XO,0,8.0
, O   X XO,6,0.5625
,X    OX O,2,3.0
,XO X  OXO,2,3.75
,OX OX    ,5,1.875
,  OOX OXX,0,4.0
,  O OX  X,7,1.3125
,XOO  O XX,6,0.75
, XO  XOXO,4,2.0
,OX OXOX  ,7,0.375
,  OO XOXX,4,2.0
, XO OX   ,8,0.75
, OOX X   ,0,9.0
, O   XO X,4,1.5
,XOXOO  X ,8,0.75
,    OOX X,2,0.5625
,O  OXX   ,8,0.5625
,OX OXX  O,2,0.375
,  X O XO ,0,0.5625
,O X O XOX,5,0.75
,  O XXXOO,3,1.125
,X O X OXO,3,1.5
, O X X O ,2,0.0
,   OOX  X,0,0.0
,OXO  O XX,6,0.0
,OX   O  X,7,0.5625
,OX   OXOX,3,1.5
,  XO O  X,7,0.75
, XXO O OX,4,2.0
, OX  OX  ,4,0.75
, OX  O X ,8,1.40625
, OX XO XO,6,1.125
, XXO    O,6,0.0
,O O XXO X,3,2.0
,OXO O  XX,3,2.25
, X    OOX,5,0.0
,       XO,2,0.84375
,O   O XX ,2,1.5
,OX  OXO X,2,2.0
,O X  XO  ,7,0.0
,  O  XOX ,8,0.0
,O   O XX ,5,0.0
,OX XXOO  ,2,0.0
,    O  X ,5,3.796875
,O  XXOXO ,8,0.75
,  OX XO  ,1,0.5625
, OOX XOX ,8,0.75
,XOO OX  X,7,1.0
,X O  XXOO,4,0.0
,O OX    X,5,1.6875
, OXX XOO ,4,2.0
, XO X O  ,8,1.5
,  XOXXOO ,8,1.0
,   XOO  X,0,0.0
,O  XOO XX,2,0.75
,  O XXO  ,7,2.0625
,OXOXO X  ,7,1.125
,O OXX OX ,8,0.0
, OO X   X,0,24.0
,OXO    X ,3,1.6875
,O O OXXX ,3,3.0
, OX  O X ,6,3.65625
,OXO  X   ,8,1.875
,  OOXXX O,7,1.5
,  OX  XO ,8,9.5625
,X  OX XOO,1,0.0
, OOX    X,4,3.75
,    OOX X,1,0.75
,  O XOOXX,3,0.0
,X    O   ,8,1.3125
,XX O OO X,7,0.0
,  O OX  X,3,0.5625
, XOOOX  X,7,1.5
, X  OX  O,7,1.59375
, X XOX OO,2,1.5
,XOO  XXO ,8,0.75
, OX X O  ,5,0.28125
, O  X X O,5,0.0
, O  XOXXO,0,1.5
,X O  X O ,6,7.3125
,X O  XOOX,4,4.0
,O O   XX ,8,3.375
, OO   XX ,3,4.78125
, OOO XXX ,8,2.25
,O       X,4,3.3046875
, OXO  XXO,0,2.25
,OO OXXX  ,8,0.75
, X  X O O,7,1.0
,XX OOX  O,6,1.5
,X  X   OO,1,0.75
,XX    OO ,2,0.75
,XXO X OO ,8,5.0
,X O  XO  ,3,0.28125
,X OOXXO  ,7,0.0
, X OXO   ,6,0.0
,XX OXOO  ,2,0.0
,  OXO   X,6,4.0
,O X OX   ,7,2.25
,O X OXXO ,1,4.0
, OO XXOX ,0,6.0
, X  XO  O,6,1.5
, O X XXOO,4,4.0
,O XO X   ,4,0.0
,X OX O   ,1,0.0
, O  XO  X,3,0.0
, XO O XOX,3,4.125
, O XX  O ,5,1.6875
,  X O  OX,0,0.28125
,O XXO  OX,5,0.375
, OOXO XX ,0,3.0
, OOOXX X ,0,3.0
,   O X XO,2,0.0
, XX OOX O,7,0.0
, X  OOX  ,0,1.78125
,X O  OX  ,4,4.5
,OXO O XX ,5,4.5
,OXOX   XO,5,8.0
,   OX  OX,2,0.5625
,   O X   ,1,1.0546875
, OOOXX  X,6,0.75
,XXOO O  X,6,0.0
,O OO X XX,6,3.0
,OXOXX  O ,6,0.375
,X OXX  OO,1,0.0
,O XOXO  X,1,1.5
, X  O OX ,5,0.5625
,    X OXO,2,1.78125
, XO  X  O,7,0.84375
, XO XX OO,3,1.5
,  X OO X ,1,0.5625
, OX OOXX ,8,2.25
,  OOX X  ,1,0.0
,O  X XO  ,7,1.3125
,XOO XOX  ,8,7.0
,X   XOOXO,2,7.0
,X    OO X,4,0.75
,O     XXO,5,0.75
,    OXX O,7,0.0
,   XOXXOO,2,0.0
,OXOOX   X,7,0.75
,O  XX XOO,5,0.0
,XOOX  OX ,5,0.75
,O XO  XOX,1,0.0
,XX OX OO ,8,3.0
, X XXOOO ,2,0.75
,OOXX   OX,6,0.0
,X  XO   O,7,0.0
,OXOXO X  ,5,0.375
,   XX  OO,5,8.0625
,O O X X  ,7,1.125
,OXO X XO ,5,1.125
, OOX  XXO,0,2.0
,OXO   XXO,4,20.0
,X OO XXO ,4,1.875
,XOXXOO   ,8,0.375
,OX  OO XX,3,1.0
, XX OO   ,8,0.75
, XO  O  X,6,0.5625
,XXO  OO X,3,1.5
,O   O X X,3,0.0
,OXX  O XO,6,0.0
,   X OOX ,8,0.28125
,   XXOOXO,0,0.375
,  X  XOO ,3,0.0
,X XO XOO ,4,0.0
,XO  O  X ,2,1.3125
, X XO  O ,0,2.4375
,OX XOX O ,6,1.5
,X   OOOXX,1,1.5
, O X  XO ,2,0.75
,OO X  XOX,5,0.75
, X OO XOX,5,2.0
, X  O O X,3,1.5
,OXXXOOO X,7,4.0
, OOX   X ,8,1.5
, XXO  OXO,5,0.0
,X OXXO O ,6,1.5
,XXO X OO ,3,0.75
,OXOXO  X ,6,3.0
,X    O XO,4,0.75
,X   OOXXO,2,2.0
, X O OXOX,2,3.0
,    X OOX,3,0.75
, X OX OOX,2,0.0
,OXO  X XO,6,1.5
, XO XOO X,7,0.75
,OXO XOX  ,7,2.25
,X OX   O ,1,0.0
,   OX X O,5,3.75
,O XXO OX ,1,1.875
, XO  OOXX,4,14.0
, OO  XXOX,0,3.0
,  XXOOX O,1,0.75
, XO  O X ,8,4.0
, OXO O XX,4,3.0
, XOX OOX ,0,0.0
, XO OO XX,6,5.0
, XXOXO O ,8,0.0
, X    OOX,2,0.0
, XO X OOX,5,0.0
, XO    OX,4,0.5625
,     XOXO,0,3.375
,OXOOX   X,5,0.375
,OOXXXO   ,8,0.375
,  OX   XO,4,1.5
,X OOO XX ,8,7.875
,   O OX X,1,0.75
,  OXO  X ,6,8.0
, XX   OO ,4,0.75
,XOOO X  X,7,0.0
,X O O   X,5,0.5625
,O XXX  OO,6,3.0
,X O  X O ,8,1.03125
,XXO  X OO,6,1.0
,X X OO   ,7,1.5
, O  XX  O,7,0.28125
,O OX OXX ,8,1.0
, OO  XOXX,4,2.0
,  XO   OX,0,2.25
,OXXO   OX,6,2.0
, X OXO OX,2,0.0
,X  OO  X ,8,1.3125
,  XOXO   ,6,0.0
,X XOXOO  ,1,0.0
,XO  O XXO,3,3.0
,OOX O  XX,6,0.375
,O OX  X  ,1,4.0
,    XXO O,7,2.0
,O X O XOX,3,1.5
,X O  O  X,1,1.6875
, X XOX OO,6,1.0
,    OOX X,7,1.03125
,XO  XXO O,2,0.375
,OO XO XX ,8,3.0
,  O XX  O,6,0.0
,OX  OXXO ,2,1.5
,O  X  O X,2,3.28125
,  OXO XXO,1,0.0
, XXO OO X,4,4.0
,X   X O O,1,1.6875
,XOX X O O,3,0.375
,X O OX   ,8,0.5625
,OXO XOX  ,3,0.75
,  O XXOOX,1,0.0
,OO XX    ,8,7.59375
, XX OOX O,3,1.0
,X  OXOX O,2,4.0
,O X O X  ,8,5.0
,OX XX OO ,5,1.5
,   OXO  X,6,1.3125
,XX  O O  ,2,3.0
, XO X  O ,8,1.125
,OOX X    ,6,1.96875
,  OXX   O,5,6.0
,O  O XXOX,2,1.125
,O  XOOXX ,2,0.0
,  XO  X O,5,1.3125
,X O   XO ,5,0.0
,X O  OXOX,1,0.0
,X O  XXOO,3,2.25
, XXO   O ,4,0.0
,XOOXOX   ,6,2.0
,XXO  XO O,4,2.0
, O    XXO,2,0.28125
,O OXO  XX,5,1.5
, OOX  XOX,0,1.0
,XOO    X ,5,1.875
,  OXOO XX,0,0.0
,XO  O X  ,2,0.28125
,XOO OXX  ,3,0.375
, XO O XXO,3,3.0
, OOXO X X,0,3.0
,O  OXOX X,1,0.0
,XOO   XXO,4,0.375
,O   XO  X,2,1.59375
,X  O O  X,7,0.5625
,XX O O OX,2,1.5
,XX  OO   ,3,1.0
,X OX O OX,1,0.0
,OOXX     ,4,7.6875
,  O X  XO,1,12.375
,OX OOX X ,2,0.75
,O    OXX ,1,2.25
,X  OOX OX,2,0.75
,OX  X XOO,5,0.75
,O   XO  X,3,1.5
,  O XO X ,1,0.75
,O OX X   ,6,1.5
,XOOX   XO,5,2.0
,XXO  OOX ,8,1.0
,X O   X O,3,2.0625
,X OOX X O,5,4.0
,   OXOOXX,0,2.0
,  OO   XX,6,7.5
, XOO  OXX,5,0.75
,   O XX O,4,1.5
,X OX X OO,4,0.0
,  X     O,5,0.6328125
,OO XOX  X,6,0.0
,X   XOXOO,3,0.75
,OOXX X O ,4,2.0
, OOO XXX ,4,0.75
, OX XXO O,3,3.75
,OO  OXXX ,3,2.25
,   OXOOXX,2,0.0
, XO O  X ,8,12.75
, X O X O ,6,1.125
,  OX X O ,4,1.5
,OXX O XO ,8,1.0
,OOXXXO XO,6,4.0
,X   O XO ,1,13.0
, O  XOXXO,2,4.0
,  OXOOX X,1,0.0
,O O   X X,5,1.40625
,XXO    O ,3,0.5625
,XXOOX  O ,6,3.0
, XO    XO,3,0.0
,O OXX  OX,1,3.0
,OX OX X O,5,0.0
, XOO XXO ,0,1.5
,X OOO XX ,5,30.0
,OXO     X,5,0.5625
, XX O   O,7,0.0
, XX O XOO,5,0.0
,OX XXOO  ,7,3.375
,X OX  OXO,1,0.75
, O X   OX,6,0.28125
, O XX OOX,2,0.0
,O OXX OX ,5,0.0
,  OX O X ,1,0.75
,OXO OXX  ,3,0.375
,O OX O XX,1,4.0
,OO  OXXX ,8,1.0
,XOO XX O ,6,0.0
, OOX   X ,6,4.125
,O XXOXO  ,7,0.0
,XO X O XO,2,2.0
, OX  XO  ,0,0.5625
,OOX XXO  ,8,1.5
,XOO XXO  ,8,1.125
,X  O  O X,7,0.0
,OO X X OX,4,2.0
,X XOO    ,5,1.0
,XX   OOXO,2,1.0
,XO   XO  ,3,0.0
,  OOX X  ,0,1.3125
,OXOOX X  ,8,0.375
,XO XO  XO,6,3.0
,  XOXO   ,1,0.5625
, XO O XXO,0,3.0
,OXO  OX X,4,1.125
,XOO   X  ,7,0.75
, X   O XO,6,0.5625
,XX   OOXO,4,0.75
,X OX  O  ,7,1.5
,X OXX OO ,8,2.0
,   OX O X,0,2.0
,X XXOO  O,1,1.125
, O OX X  ,5,0.5625
,XO OXOX  ,8,1.5
,  OXOO XX,1,0.0
,XX O O OX,4,8.0
, X OOX OX,2,2.25
, XOO  X  ,4,1.03125
,  OXX OXO,0,0.0
, XXO O OX,0,1.5
,  O X X O,1,3.375
,XOO X X O,7,0.0
,  XOO XOX,5,2.0
,O O X XXO,3,2.25
,O  OOXXX ,8,1.0
,   XXOOOX,2,0.375
,X O    XO,4,1.125
, O XX O  ,2,0.0
,  OX  OX ,1,1.3125
,O X O OXX,5,1.5
,O OXOX  X,1,2.0
,XX   O O ,8,0.75
, XXOX O O,7,1.0
,  O X XO ,0,1.40625
,X XX OO O,1,3.0
,  X O OX ,5,1.125
,  X OOOXX,0,0.75
, XXO O   ,4,9.0
,X OOOX  X,7,0.75
,XO XX OO ,5,0.0
,    OO XX,1,0.28125
, OX OO XX,0,0.375
, OOXX    ,8,0.0
, O OX XOX,2,0.75
,XOXXO   O,5,0.375
,OXO   X  ,3,1.40625
,XX  O  O ,5,0.0
,XX  OO OX,6,0.0
,  X X  OO,5,0.75
, XX XO OO,6,3.0
,  X OXXOO,1,5.0
, O X  O X,4,0.5625
, XO   O X,4,4.0
,X OO OX X,1,0.0
,XO   O  X,4,0.0
,XOX  OOX ,3,1.5
,  OXX XOO,5,8.0
, O XX OXO,0,0.375
, OOOX  XX,0,3.0
,O  XX OOX,5,2.25
,XOO    X ,4,3.09375
,XOOXO  X ,8,4.5
,O  XXO OX,6,0.375
,O OXX X O,7,1.5
,X O XO   ,8,7.0
, X OX O  ,8,0.5625
,  O XXO  ,1,3.09375
,OXOO  X X,7,1.125
, X    O  ,2,3.9375
,XOO  OX X,7,0.0
,O X XO XO,1,0.0
, O   OXX ,0,0.0
,OOX  OXX ,4,0.75
,OO  X   X,5,2.53125
, O OXXXO ,2,1.125
,O X  O X ,1,0.5625
,O X O   X,7,0.75
, O XOO XX,6,1.875
,  OXO  X ,8,7.5
,  OXO XXO,5,2.0
,  O   XOX,4,2.34375
,XOOX     ,5,1.125
,O   XXOXO,3,3.0
, O OXXX O,2,0.75
, OOXX    ,7,0.75
, XO  X O ,6,4.3125
,X XO    O,4,0.75
,X XOO  XO,5,1.0
, O X O  X,6,0.0
, O XXOO X,2,0.0
,XOOX     ,8,0.75
, OO    XX,3,0.5625
,XOOO   XX,5,0.0
,XO    O X,4,0.5625
, XXO   O ,0,1.3125
,OXXO X O ,6,1.0
, OO X  X ,6,1.03125
,    X OOX,5,0.84375
,  X XOOOX,1,0.0
,O OXX XO ,5,6.75
,OXO X O X,3,11.0
,XO    XO ,8,0.28125
, XOXX  OO,0,0.75
,  XX OO  ,1,1.40625
, OXX OOX ,4,2.25
,X X  OOOX,1,0.75
,  O O X X,5,0.5625
, X X  O O,2,0.75
,XXOX  O O,7,4.0
,OX  X   O,3,0.75
,O  OX  X ,6,14.0
,  X OOXOX,0,0.75
, X OXO OX,0,2.25
,XO OX XO ,5,0.0
,XXOOX  O ,5,1.5
,X OXOO X ,1,2.25
,XXOO  OX ,4,2.0
,O   OX X ,1,0.5625
, XO O X  ,7,1.40625
,O X OXOX ,1,0.75
, OX X   O,3,0.28125
,O OXX X O,5,11.0
,O  XX O  ,1,1.03125
,OO XX O X,2,3.0
,X   XOXOO,2,3.0
,  O  X OX,6,0.5625
,X O  XOOX,1,1.5
,O OXO  XX,1,1.0
, X XXOOO ,8,2.0
,   XOXO  ,2,3.0
,X O OXX O,7,0.0
,O X  OX  ,7,1.125
,XX  OXOO ,2,1.0
,X     XOO,5,0.0
,OXOX  OX ,5,0.0
, X XOOX O,7,0.0
,XX  OX OO,3,0.0
,XXO O XO ,5,0.75
,OXOOXX   ,6,3.0
,X XOOX  O,6,0.0
,OOX  XXO ,4,2.0
, XXXOOXOO,0,7.0
,O OXX    ,7,3.84375
,X XOO XO ,1,2.0
, OO XXO X,3,0.75
,OX XO O X,7,0.375
,X O OOX X,3,4.0
,XOX O X O,3,1.5
, XOOXX  O,6,0.75
,XOOXO  X ,5,0.75
, XOXX OO ,0,0.375
,OXOOX X  ,5,0.0
,X O XOXO ,8,2.0
,  XO OXOX,1,0.0
,   OO XX ,0,0.0
,  OOXO XX,1,0.0
, XO XO XO,0,0.0
,X O OX XO,1,4.875
, XO    XO,4,2.25
,OOXXX O  ,7,0.0
,   OOXXOX,1,1.0
,X  XOX OO,2,0.0
,O OX X XO,4,3.0
, O O X  X,6,0.0
, X OX O  ,0,2.0
,  OXO   X,7,0.75
, OOX OX X,0,36.0
, X  OOOXX,0,0.75
,  O  O XX,3,0.75
,X OO O XX,6,0.75
,O XOX    ,5,0.5625
,  OXOOXX ,8,16.0
,X OO  OXX,4,4.0
,X OO   X ,1,0.28125
,X  O O  X,2,2.8125
,X OXO  OX,6,1.0
,    XX OO,3,0.75
,   OXX O ,0,3.46875
, X   OOX ,3,0.0
, XXO OOX ,8,0.0
,  OXO XOX,5,0.0
,X X XOO O,7,8.0
,XXO  O OX,4,1.5
, OX  O  X,3,1.3125
,XOXO O  X,4,1.0
,O  X X  O,1,0.75
,  OX O  X,4,0.75
, XOXOO  X,6,1.0
,XOX XO  O,3,0.375
