Unnamed: 0,state,action,pos
,XXO  O   ,4,3.0
,O OXX    ,5,51.375
,O OXXOX  ,7,3.75
, X OOXO X,2,1.0
,XXO XOO  ,3,0.0
,O    X   ,2,13.125
,O  X XO  ,2,0.75
, OOX    X,7,1.875
, OOX X OX,0,2.0
,  O O XX ,3,39.1875
,  OOOXXX ,0,2.25
,OO  XX   ,8,1.5
,OO  XXX O,2,3.0
,XO  XO   ,6,0.5625
,XOX XOO  ,8,1.5
,XOXXXOO O,7,16.0
, OOX    X,0,10.0
, O    XOX,3,0.0
, OXO  XOX,5,0.0
,XO       ,7,2.1328125
,O OX X   ,7,0.5625
, O XX  O ,0,0.28125
,OX    X O,7,1.3125
,OXX   XOO,4,2.0
,OXX O    ,6,1.125
,OXXXO O  ,5,1.5
,OXXXOOOX ,8,9.0
, OX X  O ,8,0.0
,XOX X  OO,3,0.0
,X  O   XO,6,0.0
,X  OX OXO,2,0.0
, X    OOX,4,1.3125
, XX O OOX,5,0.0
, XXOO    ,8,0.0
,OXO  XXO ,4,3.375
, XX OO XO,6,0.75
,   OX XO ,2,1.6875
,  OOXXXO ,8,0.75
,X OOXXXOO,1,6.0
, X  OXO  ,8,1.5
, XX OXO O,7,2.0
, OO X  X ,0,25.0
, XO  O  X,7,1.40625
, XO XO OX,6,0.375
, XOXXOOOX,0,8.0
,O X  X  O,4,1.0
,    X  O ,5,2.7421875
,  X XO O ,6,1.59375
, XX XOOO ,8,1.0
,X O  O  X,4,2.0625
,X OXOO  X,1,0.0
, XO X XOO,0,0.375
,  OXX  O ,0,3.65625
,OXOXX  O ,8,2.25
, OXOX  XO,5,0.0
,   X OX O,0,0.5625
,O XX OX O,1,0.0
,O OO XX X,1,11.0
, X  OO  X,2,0.75
, XO OOX X,3,6.0
,  O XOX  ,1,1.875
,  O  OX X,4,4.21875
,  OXOOX X,7,0.75
,OX    O X,5,1.5
,OX   OOXX,3,4.0
,X  O  O X,1,0.0
,XO  OOX X,7,1.0
,OXX  O   ,7,0.5625
,OXX  OXO ,3,0.0
,O X XO   ,8,0.28125
, XOX X OO,0,1.5
, XO OOX X,7,1.125
,O XX OOX ,1,0.375
,OOXX OOXX,4,2.5
,  XO XOXO,4,1.875
,X XOOXOXO,1,3.0
, XO OO XX,0,0.75
, XOXO    ,0,1.6875
,OXOXO  X ,5,6.75
,  O O X X,7,2.15625
,  OXO XOX,1,5.0
,OX     XO,5,2.0625
,OX   OXXO,2,2.0
,   X  O  ,7,3.6796875
,OX X  OOX,5,1.125
, XO   O X,3,2.25
,  OXX  O ,1,0.5625
, OOXX  OX,6,0.0
,  XX O O ,0,0.28125
, O  XX O ,2,4.5
, OO XX OX,0,5.0
,X X XOO O,3,0.75
, O X OXXO,2,5.0
,X OX   O ,8,1.5
,XXOX   OO,5,5.0
,O XXX  OO,1,0.0
, OO OX XX,6,5.0
, O  X  OX,3,0.5625
, O OXX OX,2,0.75
,  XO OX  ,4,6.0
,O XXO    ,1,2.625
,OOXXO X  ,7,2.0
,  O  XOX ,4,2.0
,  OXOX XO,0,16.0
,OO X    X,5,1.78125
,O O   X X,7,2.8125
,O OX X   ,4,21.1875
,O    XXO ,1,0.5625
,OO   XXOX,3,0.75
, XO  O  X,3,4.96875
, XOO OX X,4,5.0
,  XO X  O,4,2.15625
, XXOOX  O,6,0.75
,  X  XOO ,0,0.75
,OXX  XOO ,8,1.0
,     XO  ,0,2.4375
,OX  O X  ,3,1.875
,OX OO X X,5,3.0
,X OOXX  O,6,5.25
,  XX  O O,5,0.0
,O O X X  ,8,1.78125
,O O XXX O,7,1.5
, XXO X OO,0,0.75
,XO OO XX ,5,3.0
,O  XXOXO ,1,1.5
, XOO    X,4,3.09375
, XOOO  XX,5,13.0
, O OOXXX ,0,1.5
,XO OOXX  ,2,2.625
,O    O XX,2,0.0
,O O XO XX,3,0.0
,    XOOX ,0,0.28125
,O  XXOOX ,8,0.75
, X   OO X,0,2.15625
,OXX  OO X,7,1.5
, X X  O O,7,6.0
, OO XO XX,6,1.5
,O O XX XO,1,17.0
,O O X   X,7,1.03125
,OXO X  OX,3,1.5
,  OXXO   ,7,0.28125
,  OXXO OX,6,0.75
,X   OO  X,3,4.0
,O OXX O X,5,1.5
,XOO XX  O,6,0.375
,  O X OX ,8,5.0625
,  O XXOXO,1,2.25
,OX   XOOX,3,2.0
,O X   XO ,3,0.5625
, O  XOX  ,7,0.5625
, O XXOXO ,8,0.0
,X    OOX ,8,0.5625
,X X  OOXO,1,0.75
,XOO    X ,6,1.03125
,XOOX  OX ,4,3.0
, XOX O   ,6,3.09375
, XOX OO X,4,2.0
,  OXO X  ,8,1.3125
,OO X  X  ,8,7.6875
,OO X XX O,4,1.0
,X  O  OX ,5,1.3125
,XX O OOX ,8,0.0
, XOO X XO,6,0.75
, OO   XX ,0,126.0
, X OX  O ,2,0.0
, XOOX  OX,6,1.5
,  XX OO  ,8,3.09375
,  XX OOXO,0,0.75
,OX XXO O ,8,3.0
,O    XOX ,2,1.5
,O O XXOX ,8,0.0
,  X OO  X,0,1.03125
,O X OOX X,3,4.0
,O  OX XOX,2,0.75
, O  XO  X,0,0.84375
, O XXO   ,7,0.28125
, O  XOXOX,0,1.5
,OO XX  OX,2,2.0
, O O X X ,0,2.625
,OO OXX X ,8,1.5
,XO   OX  ,3,0.0
,XO O OX X,2,0.0
, X X OO  ,7,2.25
,XX X OOO ,8,3.0
,X O O X  ,8,1.03125
,XXO O X O,5,1.0
,  OO X X ,1,0.28125
,  OOX  X ,8,2.34375
,  OOX XXO,5,10.0
,XO   XO  ,4,1.3125
,OX       ,3,4.8046875
,OX O  X  ,8,0.84375
,OXXO  X O,5,0.75
,X OO XXO ,8,0.375
,  OXXO   ,1,5.25
, OOXXOX  ,8,8.0
, O XX   O,6,0.28125
, O XX OXO,5,1.5
,O O    XX,4,0.0
,X OOO XX ,1,6.75
,XO X O XO,6,0.375
,XOXO  X O,5,0.75
,XOXO OXXO,4,5.0
,OX O X OX,6,2.0
,O OXO XX ,1,17.0
,O XX    O,6,2.25
,O XX  OXO,4,3.0
,O O    XX,6,13.875
,O OX  OXX,1,8.0
,O  XO X  ,2,1.3125
,OO    XX ,4,4.5
, X OOX   ,8,1.59375
, OOX  X  ,5,0.0
, OOX OXX ,4,0.0
,  OXO  X ,1,5.8125
, OOXO  XX,0,7.0
,O    XX O,4,1.0
,XO  OOXX ,2,0.0
,    OXO X,2,4.0
,OXO  X   ,7,1.40625
,OX    X O,3,0.0
,OX OX    ,2,1.03125
,  X OX  O,7,4.5
,  XXOX OO,0,2.0
,XXO     O,7,1.5
,XXO X  OO,5,2.0
,X    OXO ,4,0.75
,X   OOXOX,3,4.0
, X O X  O,6,0.75
, XO O   X,5,0.5625
,X OXO    ,5,2.0625
,XO    OX ,5,2.25
,    O XOX,0,3.0
,OO  XOX X,2,1.0
, XOX   O ,4,1.59375
, O  OXX  ,7,3.0
,O   O XX ,1,4.5
, XOO   X ,6,1.3125
, XOO XOX ,4,4.0
,  X  XO O,4,0.0
, XX OXO O,3,0.0
,O    XX O,2,2.0625
,OXO  XX O,4,2.0
,OX  XO   ,3,3.375
, X X  OO ,4,0.75
, X XOXOO ,8,1.0
,   OXOXXO,1,0.0
, XO OXXO ,0,1.5
,OX  O  X ,8,3.0
,O   O X X,1,2.0625
,OOX O X X,7,7.0
, O      X,7,2.625
, O    XOX,4,3.0
,OOXX O X ,6,0.375
,  O X O X,1,1.5
, OO X OXX,5,0.0
,XXO   O  ,4,1.0
,  OO X  X,0,1.125
,OXOO X  X,7,1.125
,X    OX O,1,1.125
,XOX  OX O,3,0.75
,X   XO O ,8,2.25
,X  XXO OO,6,14.0
, OXX  OOX,5,1.5
,   XO XO ,5,0.5625
, X XOOXO ,8,1.5
,O  O   XX,6,4.0
, X X   OO,0,1.6875
, OXO  X  ,4,0.75
, OXOO X X,0,0.0
,XOX X O O,5,2.25
, OXXOXO  ,7,4.0
,X O  O X ,3,11.0625
,X OOXO X ,8,3.0
,X OX    O,5,2.0
,  O XXO  ,8,2.25
, XO XXO O,7,4.0
,OXX  O XO,3,1.5
,XO X XO O,4,0.75
, XXO  O  ,8,0.75
, OO  X X ,3,2.34375
, OOO X XX,6,3.0
,XOOOXX   ,8,2.25
,O O XXXO ,1,12.0
,O X      ,3,1.546875
,O XO X   ,1,0.0
,OOXO XX  ,7,0.0
,OX X  OXO,2,0.0
, X O XO  ,2,2.0625
,O X X O  ,7,4.5
,O X    XO,6,0.5625
,O X  XOXO,1,0.75
, XX  O  O,7,0.5625
,O X      ,4,5.109375
,O XXOX O ,8,1.0
, X O O X ,8,0.0
,XOX     O,7,4.3125
,XOX  X OO,4,3.0
,  XXOO   ,7,1.875
,  XXOOXO ,0,3.0
,X  XO O  ,8,0.75
,X  XO OXO,2,2.0
, XO O  X ,0,7.125
, XOX   O ,8,1.125
,  O OX X ,6,20.0
,       XO,4,4.4296875
,    O XXO,0,6.0
, XOOO  XX,6,1.0
,X  XO   O,6,1.03125
, OX O X  ,8,5.625
, XO  XO  ,4,8.0
,X X  OXOO,3,0.0
,O X XO   ,6,0.5625
,  X   XOO,3,1.6875
,  XO XXOO,1,0.75
,  XOX  O ,8,0.75
,  XOXX OO,0,0.75
,   OXX O ,2,0.84375
, O XOX   ,0,1.3125
,OO XOX X ,6,5.25
,OO XOXOXX,2,4.0
,X  OO   X,2,0.75
,XXOOO   X,5,1.0
,   OOXX  ,7,0.28125
, X OOXXO ,0,1.875
, X  OX  O,0,9.0
,OXO XX  O,6,0.0
,  O   XXO,4,2.25
,  X  O OX,3,1.875
, XXO O OX,6,0.75
,O  X  O X,1,0.28125
,O XOX    ,1,0.75
,OOXOX   X,5,0.75
, X  O  OX,5,0.84375
, X XOO OX,6,1.125
,X XXOOO  ,1,0.375
,O O OXXX ,8,7.0
,    O XOX,2,6.5625
,  O OXXOX,0,5.25
,  O XX  O,1,0.0
, O X XO  ,0,0.0
,OO X XOX ,8,0.0
, O XO   X,2,1.5
,XOOXO   X,7,11.0
,OX XOO X ,2,0.75
, OXO    X,0,0.0
, XOXOOX  ,7,0.375
,   OXO  X,0,1.3125
,O  OXO XX,1,0.0
, XO X   O,3,2.0625
,  XOX   O,0,1.3125
,O XOXX  O,1,0.75
,X O O XXO,3,10.5
,XOOOXX   ,7,0.0
,X O   O X,4,22.0
, OO X   X,6,0.75
, OO X OXX,0,8.0
,O O  XXXO,3,2.25
, O     X ,4,5.0625
, O XO XXO,2,0.75
,  XXO   O,0,3.0
,X O    XO,3,3.0
,X OOX  XO,6,0.375
,   XX OO ,2,0.28125
,  X OOX  ,8,3.0
, XX OOX O,0,4.0
,O OX X   ,8,1.3125
,OXOX X  O,7,0.75
,   X  XOO,5,0.0
,O X O  X ,8,5.0
, X O   OX,2,0.5625
,X O XO   ,1,0.75
,XOO XOX  ,7,0.0
,  X XO  O,0,0.0
,O X XO XO,6,0.75
, XO XO   ,8,8.0
,    O  X ,8,4.3359375
,   XO  XO,1,1.3125
, O XO XXO,0,3.0
, OO   X X,3,0.0
, OOX    X,6,3.0
, OOX XO X,7,0.75
, XOX   O ,0,2.53125
,  XO OX  ,8,0.5625
, XXO OX O,0,0.75
,   O XO X,7,0.0
,  O XO X ,3,0.75
, O X X O ,8,0.75
,XO X X OO,2,0.0
,  O   XXO,1,2.8125
, OO X XXO,5,1.0
, XO   OX ,0,1.5
,O X   O X,3,16.0
, OO XX   ,3,0.28125
,X   OOX  ,1,0.75
,XO  OOXX ,3,2.0
,  OOXXO X,7,0.0
, O X X  O,0,0.75
,OXO  X XO,3,0.75
,  O X  XO,0,9.5625
,OOXXO  X ,6,0.75
, XXO  O  ,4,1.5
,X  OX   O,1,1.6875
, X  O OX ,3,2.25
, O X   XO,6,1.125
, XO O X  ,0,5.34375
,OXOXO X  ,8,7.0
,OO X X   ,7,2.25
,OO X X OX,6,0.0
, OOX X   ,8,2.25
,XOOX X  O,7,0.0
,OO X  X  ,5,1.875
,OX X  OOX,4,1.125
,OXXXO OOX,5,4.0
,O X  O X ,8,0.0
,   OOXXOX,2,3.375
, OO XOX X,0,8.0
,OX X XO O,2,0.0
,X XO XO O,4,0.0
, O OX  X ,0,0.0
,OO OX XX ,8,2.25
, OX O  X ,6,1.125
, OX OXOX ,0,0.75
,O X    XO,1,1.3125
,OOX   XXO,4,2.0
,   OXX  O,6,1.875
,O O   XX ,3,3.375
,  O X OX ,0,5.25
,O O X OXX,3,12.0
,O   X XO ,3,0.5625
,OXXX OO  ,7,1.125
, XOXO  OX,6,4.0
,X  OX   O,6,0.5625
,X  OXXO O,1,1.5
, O OX XXO,5,0.75
,  O X XO ,3,0.5625
,   OX X O,0,0.28125
,O  OXXX O,2,1.875
,XO O X   ,4,1.875
,XOXOOX   ,6,0.75
, XX O  O ,6,0.84375
, XX O OOX,3,0.0
,   X  XOO,0,0.5625
,OXX X O O,7,9.0
,  XO  O X,4,1.5
,X XOO O X,5,2.0
,  OOOX XX,0,0.75
,X   XO  O,2,70.0
,  O   OXX,4,13.0
,  OXO  X ,0,10.875
,O OXOX X ,1,10.0
,  OXO X  ,7,0.84375
, O  X XO ,5,0.0
,  OO  X X,1,0.0
,XOOO  X X,5,0.0
,  OO  XX ,4,2.25
, XOOO XX ,0,2.25
, XO    XO,0,5.8125
, XOXOO X ,0,6.75
,XX OO O X,5,2.0
, O  OXX  ,3,0.28125
, O  XX  O,6,3.65625
, XXO O   ,7,0.75
,O  O X  X,4,0.0
, X  XOO  ,3,0.75
,    OXXO ,2,0.28125
,X O OXXO ,8,0.0
, OO XX   ,6,2.8125
, XO X  O ,6,4.125
,   O  OXX,5,1.3125
,  XO OOXX,1,1.5
,XOXO OOXX,4,11.0
,  OXX   O,6,0.75
,X O  O  X,6,0.0
,XXO  OO X,7,0.0
,OX    OX ,4,0.75
, XO  O X ,0,0.5625
,OXO  OXX ,3,0.0
,O X  X O ,3,0.0
,X O  XO  ,7,2.625
,XXO  XOO ,3,3.0
, XOOX  OX,5,0.0
,  OOX   X,7,1.40625
,  O O  XX,1,5.4375
,XO    XO ,5,0.5625
,XO   OXOX,3,1.5
,O O  X  X,6,3.75
,O O  XOXX,4,6.0
,O OX   X ,8,20.25
,O OX  XXO,1,2.0
,  O XO  X,3,0.28125
,  OOXOX X,0,0.75
, X  X  OO,6,4.0
,XX  XOO O,3,0.0
,XOO XX O ,3,0.75
,X  O X O ,4,0.0
,X  OOX OX,6,0.0
,  O XOX  ,8,4.0
,X   X O O,2,0.75
,X O X OXO,5,26.0
,  X  OO X,4,0.75
, XX OOO X,3,5.0
,O OX XOX ,4,2.0
, XO   OX ,8,2.625
, XO  XOXO,3,0.75
,X XO  O  ,1,0.84375
,XOXOX O  ,7,1.5
,XX  OO   ,7,0.75
, XXOXO  O,0,0.0
,O   X  XO,3,0.5625
,O  OXX XO,1,1.5
,XOO X    ,5,4.125
, X  XO  O,0,0.5625
,OX XXO  O,6,0.75
, XX OXOO ,3,0.0
,X  XO  O ,2,0.0
,XXOXO  O ,5,1.5
,O OX OX X,1,20.0
,XOXXO O  ,8,1.125
,OO XX    ,2,94.0
,  XOX O  ,1,1.96875
, OXOX O X,5,0.75
,X O  O X ,8,5.0
,XOO OX X ,8,1.125
,O    XX O,1,4.6875
,OO   XXXO,3,2.25
,  X OOX  ,3,1.0
,X XOO    ,6,0.0
,XXO   O  ,7,1.5
, X OXXOO ,2,3.0
,OX X O OX,2,0.375
,O  X  O X,7,0.84375
,XO  X O  ,2,0.5625
,   OOX  X,6,0.75
,O  XXO   ,7,0.5625
,XO OXO X ,8,1.5
, OXX  XOO,0,0.75
, XOOX O X,7,0.0
,   O O XX,6,2.625
,   OXOOXX,1,0.75
,XX XO  OO,5,0.0
,OX XX  OO,2,0.75
, XO O X  ,5,2.8125
, XOXOOX  ,0,0.375
, OXXO  XO,6,0.375
,  OXX   O,7,0.0
,OOXXO OXX,5,4.0
,  XO   XO,1,0.5625
, O XXO OX,0,1.875
,  OX  OX ,4,3.0
, O OX   X,7,0.0
, OXOX  OX,0,0.0
,XX  OO XO,6,0.75
,   XO    ,6,2.953125
,   XO OX ,0,0.5625
,OX XO OX ,5,0.75
, OO  X  X,7,2.0625
, OO XX OX,3,0.75
,O OX   X ,4,4.125
,O OXO XX ,5,3.0
, X O  XO ,2,0.28125
, XOO XXO ,8,3.375
,XX   O  O,4,1.5
,XX  OO XO,2,4.0
,OXOX O X ,4,3.75
,XOX   XOO,5,0.0
, XOOOXX  ,0,2.625
, O  OXX  ,0,1.3125
, X O O  X,7,8.15625
, O O XX  ,8,1.6875
, O OXXX O,7,0.75
,XOX OO X ,6,0.375
, OOXO XX ,8,3.75
,X  O  O X,2,0.75
,X OO XO X,4,5.0
,XX O  O  ,4,2.25
,XX OO O X,2,2.0
, O X O  X,2,1.3125
,OXOOX   X,6,2.0
,   O XO X,2,5.4375
, XOO XO X,4,1.0
, XOOX    ,0,1.03125
, X  X OO ,5,0.28125
, OO XXOX ,3,1.875
,XOOX O  X,6,1.5
,XOO  OX X,4,0.0
, O   X XO,4,1.5
, O XOX XO,0,1.0
,O     XOX,3,0.84375
,XO   XO  ,8,1.03125
,O  X  XO ,2,2.25
,OXOX  XO ,4,1.5
,O  XO OXX,1,0.375
,  OOX   X,5,0.0
,  OO XX  ,0,4.03125
, X X O  O,6,0.0
, X XXOO O,0,0.0
,XX O XO O,7,1.0
,   XXO  O,7,11.8125
,   XXOXOO,0,0.0
,OOX  X   ,8,0.75
,OXO X X O,3,0.75
,O   X O X,7,1.78125
,OXX  OO X,4,0.75
,OXX OOOXX,3,7.0
,   XO O X,7,1.59375
, X XO OOX,2,2.0
,OO  XOX X,7,1.5
,OX  O  X ,6,1.125
,OXX O OX ,5,1.5
,O XX  OXO,5,1.5
, OOX  XXO,4,0.75
,XX  OOXO ,8,0.0
, X  XOOOX,2,0.75
,OXOX  XO ,5,2.625
,O   X OX ,5,0.0
,O X XOOX ,8,0.375
,    X XOO,5,4.3125
,   XXOXOO,2,20.0
,OXO    X ,5,4.875
,OXO O XX ,3,1.5
, X  OX  O,2,1.5
,XXO OX  O,6,2.0
,X   OOXXO,3,3.0
,OXXOO  X ,6,2.0
,XXO   OOX,3,0.0
,XX O OX O,7,0.75
,X  XOXO O,7,2.0
,    OXXO ,3,1.125
,   O  OXX,2,1.5
, XOO  OXX,4,9.0
,OX  X   O,2,0.0
,OX OX    ,6,79.0
,  OOX X  ,7,2.25
,  OOX XOX,0,1.5
, XO O  X ,3,6.1875
,X  OOXX O,7,2.625
,O  XXOO X,7,1.125
, O OXOXX ,8,0.0
,O X XO   ,7,0.5625
,O X XO OX,6,1.125
,  OOX XOX,1,0.75
, XOO    X,7,0.84375
,OXOXX O  ,8,0.0
,  O XO  X,6,1.96875
,XX  OO XO,3,1.0
,XX XOO  O,6,1.5
, OOXO XX ,5,0.0
,XO O X   ,7,0.0
,XO O X OX,6,0.0
, XOXOO X ,8,2.0
,   XOOX  ,0,2.8125
,O  XOOXX ,8,3.0
,X  XXO OO,2,2.0
,      X O,4,4.21875
,O OX OXX ,4,3.0
,  X   XOO,4,0.75
,  X OXXOO,0,3.0
,OO     XX,2,3.0
, OXOX O X,7,0.0
,    XOXO ,2,0.0
,X O XOXO ,3,0.75
,XXOXO   O,6,4.0
,XO O X OX,2,0.75
,OX  X O  ,2,1.3125
, X X  O O,0,0.0
,OX XX O O,2,0.0
,XO  XO XO,3,1.125
,XOXOXO XO,6,6.5
, X  O X O,3,0.5625
, X OOXX O,2,1.5
,  O X OX ,3,2.90625
,X O X XOO,1,0.0
,   OXXO  ,2,0.0
, XOXOXXOO,0,16.0
,O OO XX X,4,1.125
,OXOO  XX ,4,0.75
, OXO  X  ,0,0.5625
, X   X OO,4,1.5
,XO X  O  ,2,0.75
,XOOX XO  ,4,1.0
,XO OX OX ,8,0.375
,OXOX XO  ,8,1.5
,X X  OO  ,3,0.5625
,X XO OOX ,1,0.75
,O X    XO,4,4.0
,X   O  OX,6,0.75
,XX  O OOX,5,0.75
,O    OXX ,2,0.0
,  XO OXXO,0,1.5
,  XOXOOX ,0,1.0
,   OX XO ,5,0.28125
,X O    OX,1,2.25
,   OXX  O,7,0.5625
, XX    OO,6,1.0
,O XOX    ,7,1.3125
,O XOX  OX,6,3.0
,  O   XXO,5,16.0
,O X      ,1,0.984375
,OOX   X  ,3,0.0
, XOOX O X,0,4.0
, XX   OO ,5,0.5625
, XX  OOOX,3,0.75
,  O O X X,3,1.03125
,X OOO X X,5,3.0
,O   X OX ,2,2.25
,  XXXOOO ,0,2.625
,OX O OXX ,4,1.0
,O X   O X,1,1.03125
,O O X OXX,5,0.75
,XX    OO ,8,2.0
,  X O XO ,1,9.0
,X  OXOOX ,8,0.375
,O XOXO X ,6,1.0
,  X O OX ,0,4.875
, X  OO X ,6,0.5625
, O  O X X,5,0.75
,XXOO   XO,5,3.0
,X  X O  O,6,0.75
,X  XXOO O,7,4.0
,OXXX OXOO,4,6.0
,   OO X X,5,2.0
, X  O  OX,3,3.84375
,XX OO  OX,6,1.5
,X OOOX X ,8,6.0
,X O  XOXO,3,2.25
, OOXOX  X,7,4.0
, XOO  XXO,5,4.0
,XO OX  XO,6,0.375
,OX  X  O ,3,0.5625
,OX OX  OX,5,1.875
,O X X   O,6,1.03125
,O XXX O O,5,0.375
, OXOX    ,0,1.875
,OOXOXO XX,6,8.0
, XO  X O ,3,0.84375
, XOX XOO ,4,1.0
,OO X  XXO,5,2.25
,XXOO O X ,8,3.0
,X OO  X  ,4,1.3125
,OX XX OO ,8,9.0
, O  O XX ,5,1.125
, O XOOXX ,8,1.5
,O X OXXO ,3,1.5
, O X OOXX,4,0.375
, OXXOOOXX,0,4.0
,OXO O X X,5,1.5
,  OX  O X,1,0.75
,XOOX  O X,5,1.5
,OXO   XOX,3,9.75
,XO  OXO X,2,3.0
,O O X  X ,1,12.0
,XX OO    ,2,0.5625
,XXOOO  X ,8,1.5
, XOO XOX ,0,2.0
,OOX XO X ,3,0.75
,X OO X   ,4,1.125
,OX X OO X,4,3.75
,O XOX    ,8,0.75
,  OX  X O,4,1.5
,  X OXO  ,8,0.75
,X X OXO O,7,2.0
,   X O   ,4,2.109375
, XO  XO  ,8,3.0
, XOX XO O,4,2.0
, O OX X  ,0,0.5625
,  X OO X ,0,0.75
,O X OOXX ,3,2.0
,O OXX    ,6,1.03125
,XXO  OXO ,4,1.5
,O   X XO ,2,9.28125
,XOOXX   O,5,8.0
,O O XOX X,1,6.0
,OOXOX  X ,8,1.5
,OOXOXX XO,6,10.0
,  OX O  X,7,2.53125
, X OX   O,6,0.75
,O XXO    ,6,1.3125
, OXX O XO,6,0.375
, XXO  O  ,0,6.0
, XOO    X,5,0.75
,XXOO O  X,4,7.0
,XOO X OX ,5,2.25
,OXOXX O  ,5,0.0
,  OO  XX ,8,5.8125
,  O  XX O,7,1.125
,  OX XXOO,4,0.75
,    X XOO,2,1.78125
,  O XXXOO,0,1.5
,OXXO     ,4,0.0
, OOXXO  X,0,1.0
, XO   XO ,3,4.5
, XOO  XOX,4,3.375
, XXO O   ,8,0.75
, XXOXO  O,7,0.0
,  X OX O ,3,1.3125
,  XOOXXO ,8,1.5
,X  O   XO,2,1.03125
,X OO X XO,1,1.5
,     X O ,8,2.4609375
,OX   XXOO,2,1.5
, X XXO OO,0,1.5
,  OX   OX,0,0.5625
,O OX  XOX,5,0.375
, XO  O X ,4,3.0
,XXO OO X ,3,11.0
,X XO  XOO,1,0.75
, X  O    ,8,2.25
, X XO   O,2,2.25
, XOXO  XO,6,2.0
,O  OXX   ,2,2.90625
,O OOXXX  ,7,1.125
,  OX  OX ,8,1.5
,X OX  OXO,5,2.0
, OOXX  OX,5,1.5
,XXO  OOX ,3,0.75
, O XO OXX,2,3.0
,O   XOXXO,2,8.0
,  X O XO ,5,0.5625
,X OOOXX  ,8,1.125
,  O XOX  ,7,2.8125
,  OXXOXO ,8,2.0
,XXO     O,6,2.0625
, OXOXXO  ,8,3.0
,X   OX  O,3,1.40625
,X  OOX XO,6,0.375
,XO  O  X ,3,2.625
,XO OOX X ,2,0.75
,OOX   X  ,7,1.5
,OOX  XXO ,3,0.0
,  OX   XO,1,0.5625
,XOOX   XO,4,1.5
,   OOXOXX,1,0.0
,O OXX  OX,6,1.125
,XXO X O O,5,3.0
, X  OX  O,6,1.5
, X  OXOXO,2,1.0
,   OXXOOX,2,0.0
,OOX    X ,5,0.0
,O O  X X ,8,3.0
,O O XOXX ,8,2.0
,O OXXO  X,1,3.0
,X OO  X  ,1,0.84375
,XOOO XX  ,8,0.375
,  O  OXX ,8,23.0
, OOX  XOX,5,3.0
,X X  OO  ,4,0.5625
,XO    XO ,4,6.0
,XO     XO,5,0.28125
,XOX  O XO,3,0.75
, O XOXOX ,0,2.25
,X   OO X ,3,5.0
,XOOOX  X ,5,0.75
,  OXO XOX,0,1.5
, OX XXOO ,3,0.0
,X OXX OO ,1,0.0
,   OO  XX,0,0.0
,  O  X XO,1,3.75
, OO XX XO,0,10.0
,XOO   XXO,3,4.125
,   X  XOO,2,0.75
, XOX  XOO,5,6.0
,  OXX O  ,8,0.75
, XO XO XO,6,0.0
, O X O  X,7,2.0625
, OXX O OX,4,2.0
,OX XO    ,8,3.0
, XOOX    ,6,0.0
,   OX OX ,2,1.03125
,    O XOX,5,9.5625
, O   OX X,2,0.75
,   OX OX ,8,0.28125
,XO  O X  ,3,2.53125
,X   XO  O,7,6.75
,X  XXO OO,1,0.75
, XOO  X  ,7,2.25
,O OO XX X,7,2.625
,XO   O X ,3,0.5625
,XOXO O X ,8,1.5
, X   OXO ,4,2.15625
,OXX OO  X,3,1.0
, XX OXO O,0,1.0
,    OOXX ,0,0.0
,  OX XOXO,0,0.0
,O OX OX X,7,2.25
,  O  XXO ,3,1.96875
,  OO XXOX,4,0.75
, O X   OX,4,7.0
, O XO X  ,2,0.75
, OOXOXX  ,8,0.0
,X OO   X ,6,2.34375
,OXO X    ,5,16.875
,OXOXXO   ,8,19.0
,OO X  X  ,2,5.0
,  O O  XX,3,1.875
,X OOO  XX,6,11.0
,XXOOX O  ,8,0.0
,XO XX  OO,6,5.0
,O XXX OO ,5,1.125
,    XO XO,3,0.28125
,  XOXO XO,0,0.0
,XOOO   XX,4,1.5
,XOO  O XX,3,0.0
,O X   OX ,4,1.3125
, OO OXX X,7,2.0
, OOX  OXX,0,7.0
,  O  OX X,3,1.3125
, X XOOOX ,0,1.5
,XOXOX O  ,5,0.0
,O XXXO  O,1,0.0
,O  OXX   ,6,12.0
, XOOOX X ,0,4.5
,  O X  OX,0,2.34375
,  OXO X  ,5,0.0
, XOOXO  X,0,4.125
,OXXOX  O ,8,0.0
,  OOX XOX,5,1.5
,O O   XX ,5,2.25
,O OX OXX ,1,5.0
, XOO OX X,7,2.25
,X O   O X,1,1.3125
,O XO    X,7,0.5625
,OXXO   OX,4,0.0
,OOX X  XO,3,2.25
,OXO X    ,3,1.59375
,O   X X O,5,2.0625
,O  XXOX O,1,1.5
,X OO OXX ,4,3.0
,O  X O  X,2,1.59375
,O X   XO ,5,0.0
,O XX OXO ,1,0.75
,  O XOX  ,3,0.0
,O XX OOX ,8,2.25
,O    X XO,1,1.6875
,OOX  X XO,6,1.5
,XO    XO ,2,0.0
,XOO X XO ,3,0.0
,OXOX     ,7,1.40625
, X XO   O,7,0.75
,OX OXX O ,6,4.0
, X OX  O ,0,0.0
,OXXOX  O ,5,0.0
,OOXX  X O,4,2.0
,XX OO OX ,2,7.0
, O   XX O,2,0.75
,  OXOXX O,7,0.75
,X O OXXO ,3,1.875
,XOO     X,6,0.5625
,O  O X  X,6,8.0
,O XXXO  O,6,1.125
,OXX   OOX,5,1.5
,OXX  O   ,4,0.5625
